epoch,step,loss
1,0,2.6420106887817383
1,1,3.9166765213012695
1,2,6.08258056640625
1,3,7.957584381103516
1,4,7.545996189117432
1,5,5.366715431213379
1,6,4.030365943908691
1,7,3.8839902877807617
1,8,3.1201696395874023
1,9,2.3918423652648926
1,10,2.3452258110046387
1,11,2.296198844909668
1,12,2.3338656425476074
1,13,2.334153175354004
1,14,2.31535005569458
1,15,2.2876200675964355
1,16,2.583359479904175
1,17,2.3007283210754395
1,18,2.2835841178894043
1,19,2.3824024200439453
1,20,2.3793938159942627
1,21,2.326106309890747
1,22,2.2638816833496094
1,23,2.3907322883605957
1,24,2.2876763343811035
1,25,2.3041770458221436
1,26,2.3023788928985596
1,27,2.2705793380737305
1,28,2.2483327388763428
1,29,2.2621021270751953
1,30,2.238304615020752
1,31,2.24412202835083
1,32,2.28645396232605
1,33,2.262906551361084
1,34,2.346851110458374
1,35,2.2836434841156006
1,36,2.2740983963012695
1,37,2.302685022354126
1,38,2.249729633331299
1,39,2.3026282787323
1,40,2.2980897426605225
1,41,2.261838674545288
1,42,2.256373882293701
1,43,2.2909626960754395
1,44,2.302124500274658
1,45,2.2799999713897705
1,46,2.3335955142974854
1,47,2.2774646282196045
1,48,2.2698206901550293
1,49,2.2821927070617676
1,50,2.2955121994018555
1,51,2.2727911472320557
1,52,2.307659387588501
1,53,2.2767739295959473
1,54,2.2418084144592285
1,55,2.2799153327941895
1,56,2.267129421234131
1,57,2.2458882331848145
1,58,2.276869773864746
1,59,2.251809597015381
1,60,2.2811222076416016
1,61,2.268139123916626
1,62,2.2762393951416016
1,63,2.259964942932129
1,64,2.2446014881134033
1,65,2.195310115814209
1,66,2.2111573219299316
1,67,2.2325453758239746
1,68,2.2349634170532227
1,69,2.2309648990631104
1,70,2.2262611389160156
1,71,2.253178119659424
1,72,2.2386908531188965
1,73,2.145030975341797
1,74,2.1977291107177734
1,75,2.135274887084961
1,76,2.1251306533813477
1,77,2.145418643951416
1,78,2.1450977325439453
1,79,2.0713953971862793
1,80,2.154022693634033
1,81,2.1594078540802
1,82,2.0794501304626465
1,83,2.106231451034546
1,84,2.177114486694336
1,85,2.1197118759155273
1,86,2.130608558654785
1,87,2.0791139602661133
1,88,2.05673885345459
1,89,2.103304386138916
1,90,2.1741933822631836
1,91,1.9549857378005981
1,92,2.112013339996338
1,93,2.0661697387695312
1,94,2.0211052894592285
1,95,2.0472311973571777
1,96,2.093773126602173
1,97,2.0063931941986084
1,98,2.019188165664673
1,99,2.0129899978637695
1,100,2.117368221282959
1,101,1.962992787361145
1,102,2.05495548248291
1,103,1.9061026573181152
1,104,1.8973102569580078
1,105,2.0072031021118164
1,106,2.0333170890808105
1,107,1.9367480278015137
1,108,2.2066378593444824
1,109,2.008711576461792
1,110,1.8674640655517578
1,111,2.0518131256103516
1,112,2.0729174613952637
1,113,1.9441035985946655
1,114,1.951951265335083
1,115,1.9700769186019897
1,116,1.971269130706787
1,117,1.9667675495147705
1,118,2.041354179382324
1,119,1.9595563411712646
1,120,1.9642856121063232
1,121,1.9285387992858887
1,122,2.0451529026031494
1,123,1.9720789194107056
1,124,2.034867286682129
1,125,2.0418362617492676
1,126,2.114205837249756
1,127,2.003425359725952
1,128,1.9853954315185547
1,129,1.981968641281128
1,130,1.9382386207580566
1,131,1.9934642314910889
1,132,2.005340576171875
1,133,2.024057149887085
1,134,2.02068829536438
1,135,1.9558155536651611
1,136,1.8738508224487305
1,137,1.9356180429458618
1,138,1.845963954925537
1,139,1.9921988248825073
1,140,1.7461966276168823
1,141,1.9364664554595947
1,142,1.923685073852539
1,143,2.0718915462493896
1,144,1.8943939208984375
1,145,1.8582191467285156
1,146,1.932783842086792
1,147,1.9571127891540527
1,148,1.9441826343536377
1,149,1.973337173461914
1,150,1.928935170173645
1,151,1.9632295370101929
1,152,1.9917526245117188
1,153,1.9624390602111816
1,154,1.9976744651794434
1,155,2.0645642280578613
1,156,1.8493460416793823
1,157,1.9526522159576416
1,158,1.952704668045044
1,159,2.00254487991333
1,160,1.9476873874664307
1,161,1.8596546649932861
1,162,1.8758586645126343
1,163,1.933417558670044
1,164,1.8616594076156616
1,165,2.008730411529541
1,166,1.8676698207855225
1,167,1.8513379096984863
1,168,1.8329463005065918
1,169,1.850113868713379
1,170,1.8879772424697876
1,171,1.8933656215667725
1,172,2.056800365447998
1,173,1.7947969436645508
1,174,1.8577179908752441
1,175,1.8836212158203125
1,176,1.7911734580993652
1,177,1.8202250003814697
1,178,1.8368439674377441
1,179,1.8534958362579346
1,180,1.8327105045318604
1,181,1.8312641382217407
1,182,1.8364665508270264
1,183,1.8088784217834473
1,184,1.7368162870407104
1,185,1.854870319366455
1,186,1.9295161962509155
1,187,1.774946689605713
1,188,1.9112024307250977
1,189,1.9265671968460083
1,190,1.855072259902954
1,191,1.8228853940963745
1,192,1.7514941692352295
1,193,1.8687560558319092
1,194,1.7998735904693604
1,195,1.9262207746505737
1,196,1.8780766725540161
1,197,1.7330362796783447
1,198,1.8063676357269287
1,199,1.7849817276000977
1,200,1.8598926067352295
1,201,1.8016431331634521
1,202,1.7967700958251953
1,203,1.825333833694458
1,204,1.753446102142334
1,205,1.702194094657898
1,206,1.6465692520141602
1,207,1.7646541595458984
1,208,1.818609356880188
1,209,1.798675775527954
1,210,1.735940933227539
1,211,1.8584119081497192
1,212,1.9259185791015625
1,213,1.883302927017212
1,214,1.8754876852035522
1,215,1.7316370010375977
1,216,1.798335313796997
1,217,1.723649263381958
1,218,1.7905280590057373
1,219,1.7757301330566406
1,220,1.7379378080368042
1,221,1.8410342931747437
1,222,1.6966286897659302
1,223,1.7561900615692139
1,224,1.734175205230713
1,225,1.809559941291809
1,226,1.8274195194244385
1,227,1.6893174648284912
1,228,1.6290581226348877
1,229,1.8419723510742188
1,230,1.9678103923797607
1,231,1.861302137374878
1,232,1.7507007122039795
1,233,1.907204270362854
1,234,1.7590405941009521
1,235,1.7280771732330322
1,236,1.6661062240600586
1,237,1.7734860181808472
1,238,1.7910531759262085
1,239,1.760556936264038
1,240,1.7122321128845215
1,241,1.7533767223358154
1,242,1.7628592252731323
1,243,1.7559587955474854
1,244,1.7420482635498047
1,245,1.7028355598449707
1,246,1.7504734992980957
1,247,1.7378997802734375
1,248,1.6960675716400146
1,249,1.5868380069732666
1,250,1.6771602630615234
1,251,1.618654489517212
1,252,1.5610039234161377
1,253,1.814209222793579
1,254,1.6421597003936768
1,255,1.590806484222412
1,256,1.6507902145385742
1,257,1.720902919769287
1,258,1.5682718753814697
1,259,1.640684723854065
1,260,1.591186761856079
1,261,1.814900517463684
1,262,1.8344136476516724
1,263,1.6429697275161743
1,264,1.6191531419754028
1,265,1.6327385902404785
1,266,1.7279024124145508
1,267,1.734925389289856
1,268,1.8436006307601929
1,269,1.558022379875183
1,270,1.7593594789505005
1,271,1.6357388496398926
1,272,1.830330729484558
1,273,1.6544443368911743
1,274,1.6828715801239014
1,275,1.593475103378296
1,276,1.5492427349090576
1,277,1.552072286605835
1,278,1.6641640663146973
1,279,1.691737174987793
1,280,1.7162914276123047
1,281,1.5284042358398438
1,282,1.5882339477539062
1,283,1.6189807653427124
1,284,1.6931442022323608
1,285,1.6778336763381958
1,286,1.6860058307647705
1,287,1.5482556819915771
1,288,1.4979747533798218
1,289,1.4944512844085693
1,290,1.6399672031402588
1,291,1.7221829891204834
1,292,1.7464466094970703
1,293,1.7512750625610352
1,294,1.7079253196716309
1,295,1.6368319988250732
1,296,1.848268985748291
1,297,1.7449779510498047
1,298,1.743795394897461
1,299,1.7661895751953125
1,300,1.7306153774261475
1,301,1.6420259475708008
1,302,1.7530993223190308
1,303,1.685585379600525
1,304,1.6881736516952515
1,305,1.6593818664550781
1,306,1.6814873218536377
1,307,1.5334351062774658
1,308,1.6477675437927246
1,309,1.7415637969970703
1,310,1.5297753810882568
1,311,1.7563883066177368
1,312,1.549269199371338
1,313,1.5123863220214844
1,314,1.5947108268737793
1,315,1.5170259475708008
1,316,1.4412695169448853
1,317,1.6278809309005737
1,318,1.6271357536315918
1,319,1.6205335855484009
1,320,1.6187217235565186
1,321,1.5039267539978027
1,322,1.6219873428344727
1,323,1.5920329093933105
1,324,1.556406021118164
1,325,1.4661228656768799
1,326,1.6912025213241577
1,327,1.4965347051620483
1,328,1.564889669418335
1,329,1.8900526762008667
1,330,1.579779863357544
